A_count	T_count	G_count	C_count	Geneid	d11_KO_Lhx8	d11_KO_Stat3	d11_KO_Sub1	d13_KO_Ccnk	d13_KO_Dynll1	d13_KO_Ell3	d13_KO_Foxr1	d13_KO_Hes6	d13_KO_Kdm1b	d13_KO_Mef2b	d13_KO_Nobox	d13_KO_Noto	d13_KO_Sfr1	d13_KO_Tbpl2	d13_KO_Tcf25	d13_KO_Thap7	d13_KO_Ybx3	d11_WT	d13_WT
14	13	46	27	Ppif	52.715	44.345	42.84	85.825	88.85	58.67	60.37	57.84	67.295	65.495	112.91	57.365	70.845	63.93	68.3	76.395	68.44	62.03	60.635
17	15	35	33	Scrib	54.96	80.54	85.19	46.665	134.125	25.965	36.495	23.39	38.345	33.97	90.39	35.505	37.63	47.51	40.56	30.995	37.79	69.67	33.835
20	14	28	38	Sgsm3	203.95	256.225	186.7	91.25	159.9	49.4	60.87	56.685	48.39	63.19	78.75	55.645	64.48	155.035	56.86	56.6	106.195	50.52	50.325
21	24	16	39	AU021063	0	0	0	3.035	0	14.545	12.49	20.81	10.735	12.155	4.22	8.105	11.405	0.73	9.64	6.98	6.755	5.29	17.815
24	21	29	26	Espl1	45.925	72.485	69.22	92.315	70.295	55.575	77.87	58.28	70.23	70.48	50.8	61.41	82.57	45.39	93.415	58.2	50.92	58.185	67.58
26	10	33	31	Topors	63.165	68.875	58.45	66.195	92.295	51.015	51.24	38.1	56.335	48.865	102.655	49.645	50.75	63.285	57.56	55.52	55.205	99.66	54.165
16	23	23	38	Sharpin	91.435	64.445	63.005	98.85	52.29	93.885	88.05	93.005	86.94	96.045	93.165	97.375	97.035	104.03	91.955	103.87	94.3	120.045	87.065
22	22	24	32	Gga1	71.895	85.15	111.535	85.225	102.37	48.8	74.55	45.565	58.76	65.295	182.315	74.515	76.18	86.49	66.87	74.145	73.505	124.52	58.37
7	14	41	38	Prickle1	7.735	5.23	6.295	46.29	16.42	28.405	37.945	31.01	32.855	35.975	34.42	34.985	40.89	16.215	42.45	29.67	23.305	37.195	31.36
14	13	33	40	Mfsd5	45.91	67.92	65.07	40.9	98.21	25.28	33.305	28.905	33.68	32.27	50.68	33.33	38.335	65.94	32.03	38.36	38.11	53.135	30.425
13	4	53	30	Cggbp1	99.025	101.205	96.075	70.795	74.055	63.41	66.42	62.175	81.005	56.875	85.785	68.94	64.305	82.135	77.04	64.88	73.44	95.545	64.035
13	14	47	26	Txndc11	50.545	76.87	54.855	64.77	50.52	47.375	54.205	53.375	54.815	55.74	49.24	54.99	69.33	53.785	73.215	42.805	51.985	51.49	56.795
21	8	40	31	0610012G03Rik	60.07	37.095	88.1	67.695	57.47	82.545	58.65	68.94	64.935	75.095	52.65	95.325	71.57	70.225	64.88	93.475	87.225	95.01	73.14
14	21	26	39	Rrn3	67.595	95.99	83.76	101.03	120	71.795	98.015	82.75	85.835	87.475	115.745	72.82	91.015	90.205	86.305	83.31	74.275	99.8	77.395
25	15	30	30	Osbpl11	33.335	51.23	49.64	30.68	44.41	20.83	28.945	22.025	25.46	25.47	31.57	27.13	30.93	30.21	30.38	24.095	23.6	27.825	21.965
17	16	30	37	Rfc4	265.58	276.305	290.42	129.885	262.935	135.785	122.585	115.38	119.595	122.435	221.25	141.14	103.055	226.995	118.915	151.105	126.875	158.765	119.035
10	10	47	33	Stk38	212.465	312.85	214.795	65.3	198.22	37.17	47.37	35.495	37.91	42.59	68.305	39.09	44.63	137.945	49.42	46.565	103.3	69.545	39.285
16	21	42	21	Tecr	368.27	358.75	390.355	445.39	429.715	397.28	385.905	407.155	385.88	452.5	493.195	437.905	410.56	446.155	329.235	471.47	405.94	388.04	402.28
15	16	41	28	Itfg3	106.205	89.085	132.535	117.17	89.59	74.52	91.58	80.93	87.445	93.93	118.215	82.32	110.75	109.15	93.785	92.32	136	181.115	76.36
7	14	40	39	Scaf8	70.345	85.585	67.585	31.39	91.975	21.05	28.63	21.165	27.545	24.505	45.23	24.74	25.305	45.92	28.795	21.025	29.8	33.15	21.29
21	18	20	41	Oard1	111.675	96.235	84.435	85.93	147.015	98.455	87.835	89.45	90.99	86.22	109.34	103.49	85.485	107.705	97.885	106.64	113.69	95.26	108.525
13	8	29	50	Unc119b	50.045	66.82	57.195	24.37	63.24	12.86	17.035	10.74	15.07	13.19	28.875	14.97	15.945	41.355	18.595	15.72	22.13	28.595	9.735
11	21	17	51	Tnfaip8	7.44	5.61	12.055	21.985	7.83	19.98	26.52	27.315	20.29	23.13	28.47	19.375	30.37	10.695	30.795	22.16	21.99	16.535	20.74
15	12	32	41	Slc39a6	68.92	82.625	75.75	145.895	97.405	145.255	198.885	161.02	165.745	167.535	52.155	126.705	209.06	101.335	201.58	125.82	104.61	90.275	167.735
8	14	40	38	Me2	299.345	294.87	266.665	173.725	294.065	143.8	148.895	140.46	164.475	134.58	178.845	145.13	153.75	205.155	171.1	161.58	257.6	287.85	157.62
20	14	31	35	Fbxo38	108.195	139.78	119.525	182.44	109.505	148.495	172.55	142.075	144.445	159.895	104.36	142.285	174.255	139.07	196.61	170.555	150.92	104.76	163.19
19	30	31	20	Lars	247.535	380.695	208.245	66.26	243.12	34.71	50.185	32.99	45.125	37.825	96.335	36.92	45.17	183.72	58.21	45.87	96.74	49.505	36.245
16	10	32	42	Psmg2	256.515	245.075	194.11	165.84	235.465	150.975	121.985	126.775	146.7	132.38	250.475	174.445	123.835	264.035	143.185	157.585	188.165	197.76	157.23
20	17	39	24	Wdr74	97.805	92.73	128.76	160.36	142.955	150.685	130.045	137.29	127.51	146.035	146.855	152.325	128.95	137.895	133.515	168.24	137.345	164	138.705
25	21	37	17	Rrp12	31.945	42.685	39.18	35.79	97.98	16.975	26.09	18.115	24.27	26.065	42.9	17.585	25.915	44.06	38.225	26.185	22.465	22.905	25.98
15	16	39	30	Macrod1	49.39	59.785	99.165	127.31	39.025	69.885	67.925	65.385	76.625	71.055	97.085	81.985	74.655	95.435	72.65	107.585	68.93	129.82	67.18
24	13	40	23	Otub1	136.345	116.335	180.12	280.195	211.28	278.11	258.205	295.045	265.875	283.465	287.41	254.44	274.74	184.19	258.825	274.745	239.875	253.18	257.15
10	30	23	37	Yars	49.765	62.105	43.825	32.835	115.345	25.11	24.95	24.7	30.01	27.455	56.9	25.575	24.685	44.685	33.235	28.645	38.765	39.63	26.55
28	21	32	19	Psat1	72.885	127.025	79.875	37.66	234.23	17.55	17.085	12.555	19.445	19.05	49.505	22.91	18.72	90.59	25.09	27.03	29.585	69.685	20.375
9	34	8	49	Brms1	56.03	58.365	67.83	142.29	94.06	129.35	137.81	135.945	129.825	137.35	122.875	109.805	149.34	86.22	140.155	144.335	141.98	122.975	119.995
12	22	37	29	Hat1	757.74	617.83	547.9	409.53	863.205	437.45	355.86	403.1	449.135	363.2	489.795	391.015	373.39	598.28	433.065	451.5	480.67	624.6	430.845
2	12	26	60	Unc5a	4.075	7.225	5.61	13.13	14.81	7.145	7.855	4.085	4.86	9.13	8.265	7.1	9.555	4.43	8.42	9.14	4.105	8.095	9.275
13	17	46	24	Eprs	126.55	171.125	151.465	163.675	206.955	120.715	156.455	116.185	127.72	140.34	174.955	120.635	151.58	154.035	180.165	138.9	127.79	161.135	138.605
14	26	29	31	Uap1	101.27	85.12	66.865	46.49	68.14	29.745	33.26	29.915	36.595	31.315	68.325	35.155	31.84	66.05	35.645	36.615	60.19	30.48	30.175
19	15	31	35	Snrpd2	306.605	258.92	309.195	196.435	217.13	195.32	156.19	156.915	178.135	169.805	221.38	233.275	140.885	265.145	199.57	241.3	209.95	227.975	200.67
22	19	25	34	Rnh1	121.49	123.555	155.69	130.5	95	102.475	94.37	105.34	112.935	97.015	102.78	85.84	122.89	114.4	105.57	111.005	139.47	130.875	93.705
26	19	19	36	Slc12a6	70.36	82.735	83.015	70.78	95.1	52.435	71.945	49.545	69.85	64.77	121.55	72.835	66.475	62.4	68.435	59.945	77.65	103.505	64.095
9	47	18	26	Mrpl10	128.705	143.52	116.79	80.675	107.885	57.93	64.145	70.8	63.825	63.405	91.845	63.235	78.215	112.54	69.18	74.8	99.675	75.675	51.52
15	26	26	33	Mrpl30	269.255	190.33	285.915	321.785	235.95	353.425	259.2	299.58	317.06	299.605	291.595	396.37	262.48	322.095	279.51	366.195	310.615	328.595	342.655
18	23	30	29	Scamp1	32.945	43.325	57.3	304.35	32.14	336.465	374.33	335.65	333.435	331.38	122.635	316.025	358.065	141.665	393.72	277.875	209.935	212.845	367.33
15	25	34	26	Scml2	109.22	130.425	89.745	22.48	151.585	7.265	7.97	7.125	8.745	6.07	61.455	10.52	7.365	106.71	6.505	10.28	45.06	18.74	7.165
23	12	38	27	Jmjd6	99.365	105.015	124.945	123.235	152.015	96.125	113.065	113.4	90.12	105.78	113.145	103.39	119.51	127.385	116.11	109.515	112.065	138.345	81.765
3	7	55	35	Whsc1	81.64	133.665	91.1	43.245	91.055	22.65	28.915	18.885	24.845	26.095	46.93	30.345	30.4	63.91	33.535	27.85	47.455	38.99	25.09
9	31	22	38	Thoc5	108.885	113.5	95.775	109.485	96.185	76.99	81.895	83.53	73.795	84.16	133.825	71.865	87.775	96.785	82.395	98.065	96.95	94.635	79.89
22	19	28	31	Cth	8.725	7.48	2.95	2.295	24.34	1.69	2.02	0.635	1.265	0.76	4.865	0.785	0.76	5.08	1.085	1.565	2.675	3.6	0.94
9	27	45	19	Chd4	164.32	221.645	196.175	117.65	260.305	64.195	111.11	59.24	80.3	84.54	258.545	83.595	95.3	128.8	106.46	82.705	112.01	156.675	92.425
6	15	39	40	Pom121	42.89	55.055	62.105	37.335	60.475	17.535	27.72	18.06	23.82	25.165	40.84	23.22	26.525	29.64	24.865	19.62	28.22	36.825	24.68
14	11	38	37	Cdk9	45.195	47.375	62.855	33.535	68.22	26.495	30.045	22.87	31.66	29.25	59.825	26.155	30.035	44.845	26.135	29.435	39.71	47.165	23.1
5	14	38	43	Pacs1	81.485	119.22	119.425	102.88	120.39	57.535	77.3	53.99	66.165	81.525	118.02	76.255	89.2	88.005	83.84	66.73	69.705	81.785	68.11
13	13	45	29	Ddb2	360.425	428.49	345.625	85.67	181.3	46.64	54.565	47.1	49.43	50.755	120.41	48.435	58.755	214.745	43.89	48.105	151.83	54.765	39.765
24	21	31	24	Cdc20	170.41	215.86	172.435	72.76	273.99	34.465	37.9	40.56	43.005	39.32	102.105	45.665	43.58	148.3	39.28	44.67	72.46	68.675	29.125
9	22	18	51	Gtpbp6	47.095	49.385	46.61	51.595	72.905	52.45	49.575	55.835	61.07	62.885	84.745	61.59	51.055	42.96	47.4	58.89	52.38	55.785	62.57
18	10	50	22	Cenpf	166.08	295.855	220.18	84.84	143.51	41.805	51.95	39.745	45.51	47.39	37.035	49.655	55.95	121.385	68.675	42.045	94.505	46.785	59.965
15	20	19	46	Srsf9	614.125	862.84	713.355	548.575	862.415	614.535	552.235	559.58	611.44	533.735	449.4	667.535	522.565	570.64	558.47	556.72	521.795	421.415	685.35
39	18	23	20	Shmt2	35.705	31.18	41.675	90.84	120.335	72.265	81.32	75.84	78.6	86.49	47.585	74.61	88.475	63.72	91.235	79.71	58.36	101.895	70.785
8	19	23	50	Cstf2	246.18	258.085	181.18	129.235	109.17	105	117.275	96.5	104.005	105.89	154.22	105.405	111.11	175.355	120.04	102.295	136.07	124.71	104.735
16	8	58	18	Grm2	0.665	0.785	0.28	5.185	2.345	11.595	13.825	25.58	4.875	16.695	2.29	8.445	12.075	2.205	10.025	5.57	4.24	2.755	10.825
10	17	40	33	Skiv2l	55.56	62.84	66.82	133.945	78.35	155.33	161.41	166.335	164.8	175.325	98.62	135.075	151.25	98.87	182.195	140.32	131.73	105.365	176.465
9	28	25	38	Rnf216	164.135	238.54	215.99	139.325	245.27	80.86	112.545	78.92	99.445	95.71	158.825	103.12	110.99	152.745	113.155	100.43	119.575	135.52	95.53
19	20	26	35	Med21	971.925	789.645	723.54	206.44	380.155	186.06	163.15	169.195	205.69	162.875	272.72	213.995	167.23	589.115	139.76	197.55	363.655	227.765	184.17
28	24	22	26	Eif4ebp3	117.02	112.14	86.695	33.15	87.225	13.305	13.79	14.015	12.43	15.79	44.22	16.795	18.165	78.47	17.08	14.83	48.7	21.12	14.09
24	5	54	17	Slco3a1	5.905	5.835	4.52	12.575	2.2	12.58	18.53	15.67	13.155	16.355	9.93	10.62	18.23	10.64	18.755	8.785	11.54	9.35	14.545
11	17	45	27	Napa	192.35	232.205	243.305	136.965	213.365	92.69	109.145	100.37	117.53	106.455	185.555	120.26	122.555	176.655	114.91	139.615	149.405	181.42	99
16	9	37	38	Taf9	187.505	189.79	174.585	83.84	177.08	86.665	82.05	91.92	92.34	72.545	102.635	80.895	83.84	150.495	79.38	97.825	103.66	105.295	88.84
15	13	36	36	Atic	57.4	71.245	58.95	59.16	158.995	32.415	49.73	44.555	47.365	43.325	60.26	36.34	52.555	74.835	54.455	49.04	45.2	64.095	40.395
26	28	27	19	Ogt	145.67	170.68	162.37	139.9	115.405	113.455	143.745	117.41	151.055	116.35	177.535	130.96	143.74	113.985	158.395	104.845	177.805	204.665	123.085
20	18	26	36	Mthfd1	29.1	31.195	27.625	50.04	74.475	38.29	45.77	37.47	46.19	39.27	54.375	42.51	52.47	49.96	59.955	44.075	33.58	48.505	48.28
11	16	41	32	Fam50a	238.225	201.93	188.29	368.88	155.63	326.745	390.06	347.175	384.785	357.48	453.25	273.545	416.8	298.185	412.745	393.39	312.655	364.11	298.205
24	36	18	22	Mat2b	106.53	88.88	116.43	415.905	163.42	491.2	531.98	601.67	505.835	483.01	188.655	396.525	546.045	228.15	542.205	428.91	273.875	392.41	479.49
15	9	56	20	Rimklb	217.4	295.775	196.31	131.155	153.465	97.78	114.825	83.89	121.115	104.485	105.77	131.8	107.775	187.595	135.3	124.315	147.985	156.305	117.625
19	8	36	37	Rnf187	195.115	298.955	304.965	488.39	305.23	396.095	450.125	399.775	470.345	467.145	433.455	394.44	484.15	381.785	455.045	432.08	383.46	470.535	404.87
15	25	32	28	Atp6v1h	339.22	279.04	286.76	251.895	259.955	249.08	237.745	230.67	277.375	222.62	230.695	227.335	240.93	304.355	244.46	265.385	273.665	248.165	275.49
21	25	24	30	Epsti1	0.825	1.025	0.495	5.875	1.585	5.77	5.86	6.865	6.72	4.15	0.525	2.4	8.26	1.925	8.165	5.305	0.56	2.27	6.31
13	20	29	38	Dnajc9	99.72	106.655	110.77	145.075	128.895	133.67	125.17	121.22	103.535	118.635	98.67	124.98	117.78	132.95	108.13	144.54	126.945	158.82	137.84
18	20	26	36	Ccdc86	40.56	34.49	36.265	62.56	47.19	44.31	50.145	52.52	48.585	54.235	66.715	45.17	64.925	48.63	51.53	53.81	48.4	51.405	41.86
14	18	35	33	Cops8	286.205	295.345	293.555	385.835	244.3	338.885	344.485	354.23	350.68	348.875	262.935	364.005	348.56	317.555	340.85	365.16	291.57	285.12	343.18
18	11	46	25	Gpt2	10.245	5.78	7.435	26.08	24.865	16.255	19.455	14.53	18.88	17.415	24.465	18.165	17.865	11.73	23.265	18.13	14.48	18.24	18.285
20	28	20	32	Edem2	136.62	133.145	164.63	206.515	139.79	177.3	184.005	197.89	180.265	184	183.39	179.55	209.01	162.205	207.535	188.485	167.405	169.52	172.775
17	14	40	29	Pttg1ip	367.97	410.19	389.105	163.895	193.35	110.78	139.725	131.19	132.515	123.2	212.24	118.415	128.675	262.97	123.39	129.175	211.8	153.945	103.68
11	17	36	36	Sft2d2	29.63	27.655	30.875	89.755	32.06	59.7	77.785	60.28	83.43	68.97	82.03	87.8	74.68	61.865	80.72	82.345	71.34	100.965	70.585
20	22	16	42	Pnrc1	207.93	195.135	187.18	117.545	159.485	93.16	133.885	96.1	104.03	113.465	342.385	90.18	115.07	166.025	107.595	122.385	165.67	231.64	80.235
28	17	27	28	Calr4	1.54	1.845	4.005	20.61	3.105	37.33	41.16	40.755	37.76	36.525	12.87	30.395	38.99	13.255	41.41	30.635	22.7	8.965	41.55
18	18	25	39	Ibtk	67.9	81.365	59.075	77.72	60.82	59.22	70.485	59.495	63.14	63.705	46.075	63.13	76.47	58.81	89.65	64.235	70.185	50.26	62.96
23	15	39	23	Ankhd1	123.35	173.37	108.415	43.94	103.505	19.16	30.175	15.955	22.13	21.215	62.565	23.21	26.33	80.53	33.3	22.285	59.985	32.155	24.835
15	21	32	32	Atad3a	57.16	58.63	57.035	39.45	98.855	22.355	29.775	22.645	22.13	25.165	49.885	26.105	31.705	47.68	31.97	30.84	31.18	34.845	23.375
12	11	41	36	Aif1l	4.415	4.205	3.66	1.115	8.13	0.18	0.8	0.09	2.09	0.785	5.795	0.67	0.51	3.635	0.345	1.48	2.085	4.115	0.565
11	35	25	29	Tbcd	30.56	28.57	40.495	155.025	50.195	98.185	129.32	101.175	105.085	125.615	98.37	98.365	125.29	81.37	126.61	112.03	93.085	97.92	111.05
22	10	32	36	Nusap1	42.715	60.48	46.595	118.45	74.865	100.405	116.67	111.645	116.815	102.15	37.885	88.91	123.745	62.8	112.1	99.315	90.83	81.54	94.46
2	11	47	40	Rcc2	147.505	255.035	234.875	351.905	518.055	378.37	426.98	393.96	396.055	440.505	233.32	348.555	424.69	194.33	499.675	282.86	230.245	235.275	432.63
17	7	49	27	Lhfp	22.3	10.265	23.805	129.6	12.69	180.2	168.38	168.155	151.27	165.105	10.07	170.575	160.655	77.265	181.465	153.1	113.625	87.5	176.1
20	21	32	27	Trmt10a	122.62	102.025	78.93	20.435	75.89	14.215	16.61	14.16	17.45	12.495	35.635	22.45	14.995	67.76	15.95	23.455	60.055	24.115	16.685
24	14	29	33	Ppp1r15b	61.02	105.875	82.59	50.43	115.795	32.025	40.73	25.61	37.04	32.07	90.615	42.605	38.045	67.295	48.165	35.415	35.74	72.875	41.31
25	13	24	38	Tpr	148.54	169.41	147.015	78.965	150.19	45.8	63.31	42.095	54.27	55.035	121.045	60.115	60.765	117.23	66.06	55.16	85.485	76.085	59.99
15	16	41	28	Nabp1	225.575	204.7	143.22	51.685	97.78	64.515	63.585	61.665	86.62	59.765	131.715	72.555	71.01	146.22	83.345	66.49	103.525	87.66	77.555
28	27	27	18	Sp110	0.58	0.13	0.045	51.82	0.815	171.2	165.725	215.19	138.835	154.17	0.665	86.9	159.935	8.205	146.01	65.995	72.435	1.56	125.81
15	22	29	34	Pfdn4	126.21	101.955	119.675	195.765	68.32	275.86	234.725	291.32	214.745	265.03	69.965	268.045	238.48	162.485	204.625	218.255	189.425	174.065	244.745
28	18	27	27	Exosc4	42.86	33.64	41.645	86.09	36.485	104.405	96.495	109.295	118.645	93.3	58.28	98.78	95.825	54.225	100.11	106.185	75.04	73.125	113.845
25	18	31	26	Ints5	68.51	115.4	80.995	21.61	63.79	9.865	15.505	11.79	12.415	13.945	24.69	14.84	13.64	47.23	18.1	13.58	23.87	23.465	13.695
18	15	31	36	Rars2	155.615	142.96	105.84	85.045	85.53	71.895	70.555	76.485	86.87	69.52	91.42	79.27	80.805	118.02	88.23	95.23	98.44	101.08	83.23
6	12	35	47	Rbm15b	29.25	38	43.455	21.485	44.385	27.515	37.865	26.59	31.99	30.885	33.165	35.315	37.3	34.615	38.86	25.45	28.93	34.71	32.96
13	14	24	49	Slc30a9	101.665	98.145	92.815	78.645	127.125	74.51	85.715	69.935	73.54	73.49	110.53	91.65	83.185	101.305	82.93	90.205	92.125	113.45	81.69
15	20	37	28	Uhrf2	80.405	94.34	93.76	23.45	99.75	15.465	19.01	13.37	21.265	12.92	43.285	17.445	15.605	65.22	14.42	18.965	30.055	43.335	19.825
15	10	38	37	Supt3	151.275	132.375	117.5	162.97	101.62	110.535	124.835	127.115	111.125	121.23	170.325	104.505	133.155	130.795	104.815	131.5	142.325	127.98	97.07
17	15	35	33	Mmadhc	300.69	238.56	254.965	173.27	218.54	151.115	157.225	153.38	163.11	151.815	187.84	155.81	169.81	218	174.765	171.77	189.33	252.15	172.665
11	16	46	27	Mlec	89.96	93	107.74	94.44	109.195	68.285	87.785	65.665	75.98	84.43	120.565	85.06	101.085	73.24	118.405	83.42	75.725	113.995	80.645
6	12	46	36	Ube2q2	52.485	45.925	57.625	105.84	42.355	79.07	89.885	75.73	107.035	80.88	79.795	96.99	91.385	67.95	97.935	96.29	74.24	101.675	95.825
14	15	51	20	Fam64a	11.635	16.415	12.33	6.75	37.425	5.25	6.785	6.755	8.04	7.89	7.405	9.91	7.58	14.14	6.28	10.02	13.755	10.97	5.845
16	10	51	23	Fam118b	69.475	88.105	77.695	84.86	89.695	80.135	83.61	97.21	84.105	85.38	55.55	77.185	92.325	96.79	85.52	84.08	66.32	77.26	73.62
9	11	51	29	Sccpdh	117.725	109.805	93.61	54.515	102.48	39.865	37.89	35.6	45.335	42.1	104.935	47.455	39.44	88.44	45.39	46.48	69.375	69.705	38.905
7	9	21	63	Tspan9	8.69	13.035	14.025	17.19	25.4	11.07	15.925	12.655	13.125	12.99	34.345	11.685	17.915	13.17	15.11	12.21	12.055	12.3	9.19
16	19	40	25	Actr5	13.905	16.345	22.34	23.895	22.555	16.535	19.345	18.995	17.41	21.38	19.495	15.7	20.37	17.135	19.99	20.875	19.38	25.735	18
17	13	30	40	R3hdm4	60.39	79.48	97.895	80.33	62.75	73.19	80.615	72.62	92.155	74.125	98.89	77.325	89.84	78.08	83	77.58	92.5	101.72	70.73
15	16	33	36	C330006A16Rik	65.85	95.015	86.145	75.82	118.09	59.3	83.7	60.31	70.415	70.635	72.915	63.625	85.115	66.745	101.475	74.085	65.025	128.34	52.505
12	25	18	45	Rnf20	239.76	285.095	189.49	112.225	138.3	87.82	106.385	82.35	84.545	85	127.175	91.395	95.48	180.165	95.68	92.53	126.21	108.895	92.195
11	9	36	44	Pkn2	67.995	85.23	53.88	24.9	58.555	15.575	19.275	13.78	19.04	14.67	40.015	18.41	16.12	51.405	21.61	16.2	32.305	40.84	17.325
7	16	37	40	Lmo1	6.725	14.94	9.33	59.085	18.215	87.71	64.74	100.95	68.71	83.535	6.14	88.235	74.84	25.08	65.47	64.375	39.11	22.41	87.615
18	15	29	38	Acy1	48.37	83.85	75.33	74.385	98.58	60.185	55.34	60.72	57.855	61.365	126.68	72.105	74.615	57.23	85	79.05	53.485	82.535	62.25
14	29	23	34	Txlna	86.87	134.68	109.255	91.49	133.525	62.8	87.265	62.685	74.61	77.595	129.635	66.15	88.035	89.325	102.965	70.435	80.685	81.16	81.405
35	25	19	21	Cpa1	0	0	0.595	29.2	0	93.98	118.27	124.555	66.95	95.9	0	67.325	57.57	9.145	63.495	31.845	43.32	2.24	73.95
13	18	29	40	Actn1	61.56	120.365	77.19	72.185	108.82	53.53	66.03	53.05	62.805	59.355	72.71	62.84	70.125	70.2	65.95	49.25	50.135	45.805	56.08
11	16	33	40	Cyb5r3	279.505	262.595	271.03	227.17	242.14	154.545	170.89	154.17	159.995	186.3	229.18	138.505	194.38	253.295	176.205	186.26	232.335	220.825	154.35
21	21	25	33	Blvra	48.355	48.72	117.305	61.655	41.195	78.485	61.075	77.83	80.215	67.54	52.02	75.32	70.81	47.08	76.5	73.34	60.905	78.385	77.935
19	18	32	31	Vimp	86.42	50.34	78.845	58.07	83.82	60.37	54.32	51.3	64.635	49.755	119.275	64.555	53.525	74.86	61.2	63.51	69.87	93.09	43.26
18	13	41	28	Cbr3	25.035	11.75	18.36	30.96	9.76	112.795	92	88.99	88.35	86.27	28.2	57.175	75.85	11.69	68.605	41.7	24.78	31.245	104.845
22	26	27	25	Mcf2	2.285	1.34	3.06	7.275	5.235	14.055	14.58	14.325	13.5	11.545	2.365	7.725	13.195	6.05	11.975	10.025	6.375	9.455	14.23
10	20	24	46	Zfp91	108.075	133.55	105.43	70.67	95.235	48.565	68.185	41.14	51.055	54.63	92.865	53.485	57.98	74.85	68.675	53.61	66.965	82.665	53.975
17	20	41	22	Abr	21.87	21.43	35.47	80.295	28.93	77.31	97.505	76.125	69.29	96.98	69.825	73.4	93.055	41.915	98.55	68.905	58.565	55.565	88.02
20	24	30	26	Tpgs1	69.36	59.255	65.69	98.87	54.385	95.825	85.39	93.245	94.45	98.44	104.04	93.925	92.61	66.765	86.045	106.59	97	94.445	88.07
30	17	33	20	Kif22	76.075	73.305	62.18	135.45	103.02	126.29	151.035	146.915	129.575	144.13	87.35	104.5	169.125	81.89	143.45	120.09	97.855	69.56	128.86
8	8	30	54	Dek	227.785	364.465	227.74	95.36	311.975	64.655	83.555	67.905	76.57	65.85	157.26	63.755	74.825	203.225	75.84	71.495	112.335	113	60.085
21	11	46	22	Dut	124.295	182.21	123.52	128.98	209.275	120.19	105.345	118.49	113.17	110.3	210.18	115.95	107.54	136.055	97.445	130.1	131.27	139.26	112.93
20	12	35	33	Phka2	69.675	88.445	79.215	112.565	59.345	65.435	88.095	65.145	76.995	77.55	116.14	76.525	94.685	85.035	100.995	80.535	62.01	93.125	71.51
10	23	38	29	Nop2	59.995	85.8	88.71	99.195	131.635	79.225	79.34	74.03	72.86	80.44	60.14	88.335	86.775	94.7	96.45	78.345	74.945	82.745	92.23
9	15	31	45	Ehmt2	96.735	142.69	161.23	101.87	395.83	67.105	85.235	60.095	72.935	88.745	155.515	71.27	84.99	90.83	93.845	76.645	73.35	102.065	75.67
9	25	28	38	Ggct	30.395	27.99	35.57	396.26	54.595	729.3	593.735	690.445	555.94	602.165	64.445	535.835	510.115	153.855	511.69	492.45	403.43	191.575	648.655
17	29	24	30	Fdps	42.06	67.615	62.72	71.945	116.54	63.64	53.495	62.87	72.24	65.96	61.205	82.605	72.9	67.105	73.87	80.035	65.27	72.35	78.79
15	14	34	37	Akr7a5	108.32	88.455	98.85	329.615	97.545	296.78	245.675	281.86	254.175	309.605	220.67	270.875	311.4	209.095	288.75	298.555	250.05	233.825	289.525
14	19	35	32	Pgd	276.535	368.89	282.185	131.405	254.435	81.525	91.61	88.6	95.6	90.49	167.585	88.305	97.11	229.285	111.945	100.32	154.795	132.215	85.72
20	18	40	22	Tmbim6	278.04	273.235	253.845	314.75	213.96	251.51	295.15	277.775	272.705	290.98	239.47	252.62	314.215	310.575	299.44	273.685	298.145	356.18	259.68
16	18	35	31	Cox6b1	879.96	645.44	939.475	1305.675	568.08	1575.825	1168.995	1364.26	1275.865	1337.575	1035.615	1897.115	1076.315	1048.565	1096.07	1502.61	1452.37	1071.51	1492.25
16	22	38	24	Sec13	152.205	183.28	204.29	330.45	191.68	419.06	388.81	415.635	386.48	389.705	171.505	373.67	381.78	249.75	365.275	380.65	300.43	285.47	374.565
17	21	32	30	Qdpr	309.96	341.75	287.935	436.32	280.19	376.41	348.9	387.055	447.05	380.81	378.235	385.815	387.625	405.19	446.96	425.63	373.95	481.495	413.775
16	13	35	36	Acat1	49.25	70.23	160.77	456.92	82.875	409.85	342.55	380.465	494.155	371.34	158.13	426.085	413.56	286.86	481.075	474.525	340.855	546.055	463.655
16	17	33	34	Acat2	87.23	146.72	93.725	36.08	116.795	18.355	20.825	16.615	21.96	17.565	76.965	25.48	19.875	83.525	26.87	27.83	47.57	48.955	20.31
14	14	36	36	Dgkd	120.87	155.045	134.955	113.935	174.795	64.01	88.885	58.485	67.635	79.51	282.485	76.79	82.095	107.385	89.465	73.39	80.14	81.585	76.575
17	20	24	39	Amhr2	327.295	201.345	197.41	34.925	88.47	8.42	25.84	18.39	43.84	17.14	139.185	35.875	29.365	184.85	6.415	53.315	282.99	316.39	5.355
24	14	34	28	H2-Q6	12.23	9.4	6.085	2.125	8.465	0.275	1.995	0.72	2.62	1.935	9.695	1.655	0.84	12.955	0.4	2.71	8.965	2.63	0.855
17	31	30	22	Fntb	17.045	33.95	23.42	30.45	39.545	17.285	16.67	22.655	19.825	19.245	22.505	16.48	22.665	25.545	21.86	17.33	24.17	22.02	19.535
